Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
Delgado kinda cute,,3,3,0,0,0.0,0
prisoner they treat us like animals in here reporter because you act like animals thats why boom drop the mic hahahahah,,21,9,0,0,0.0,0
11101 this will make you think twice,,7,2,0,0,0.0,0
If you go to cali prisons the inmates run it not the COs,,13,5,0,0,0.0,0
These people we are dealing with are dangerous U h 57 of them commited nonviolent crimes,,16,9,0,0,0.0,0
0702 WAVE BOII,,3,3,0,0,0.0,0
Thats sad but idk what they did,,7,3,0,0,0.0,0
Why does some of the architecture look like public school buildings,,11,5,0,0,0.0,0
23 hours a day of isolation makes it worse Makes people crazy,day,12,8,1,0.08333333333333333,0.125,1
Well the prisoners have brought this upon themselves the more violent they act overtime the more restrictions must be placed upon them such as dividing the outside courtyard into 6 by 6 foot cages,,34,12,0,0,0.0,0
in the netherlands we lucky we have cels with tvs microweaves books,,12,6,0,0,0.0,0
The Harmless ones are gonna head for home its the Hardtime Hardcore we gotta worry about  Rick Valassi,,19,11,0,0,0.0,0
They treat us like animals Yeah I wander why,,9,6,0,0,0.0,0
Diane Sawyer walking through like she at the zoo,,9,4,0,0,0.0,0
Dianne Weaponized Body Fluids Sawyer,,5,5,0,0,0.0,0
You push them away from others you dont help them theyre young and dont try to burst out like that they do because you hide them from each other thats just dumb,,32,9,0,0,0.0,0
some of them fine,,4,1,0,0,0.0,0
Now compare this to swiss prisons well you cant cause in swiss most prisons feel like hotels,,17,10,0,0,0.0,0
well when people are locked away like that alone of course they will go nuts Thats not reformation,,18,8,0,0,0.0,0
Man I expected to see some mad supervillains Smh,,9,6,0,0,0.0,0
Richard Delgado is really somethingggg,,5,3,0,0,0.0,0
124 had me dyinnn lmaoooo,,5,3,0,0,0.0,0
Why not help them with there problems,,7,3,0,0,0.0,0
Are you dangerous No *is in jail for murder* ,,10,7,0,0,0.0,0
SpiderMan ps4 anyone,,3,2,0,0,0.0,0
They always talk About prison but i just see a 24hschool,,11,5,0,0,0.0,0
im excited how tekashi69 would act in his jail sentence,,10,4,0,0,0.0,0
All inmates in there deserve to rot in there and even die in there,,14,5,0,0,0.0,0
Best punishment or rehabilitation would be to force these guys to go to school work or some type of program Any thing that could give meaning and hope to life people need a reason to wake up everyday or else they will be completely destructive After being on Rikers 8 months for a crime I didnt commit I witness the people coming outta the box felt like they had nothing to lose and nothing to gain They became even worse However the guys going to school going to programs and working in the jail all behaved because they actually had something to lose For some people there is no hope thats true But its a shame to see a good kid go into the box because he had to defend hisself from a bully only to come out of the box with the fuck the world i got nothing to lose attitude Some people dont like living in population and would rather be put in solitary so they dont have to do anything they even have the meals brought to them so they do something crazy just to get into the box and be alone in the cell all day I worked in the kitchen and the most successful and functional people always had stuff to do while the guys with nothing to do were the most depressed emotional violent and unpredictable The COs come in many different personalities just like the inmate However the overall attitude is leave me the fuck alone and Im tougher than you I never had any issues with the inmates however I had two altercations with the guards as this was my first time in jail and I was simply asking one of the guards information on how things work in there Sadly most the information u need will only given to you by other inmates or a captain The COs are mostly there for a check they could care less about rehabilitation and many of them try to be cool with the most powerful and wealthy inmates in the jail I think some of the COs are actually gang members,"felt, fuck, day, fuck",357,132,1,0.011204481792717087,0.030303030303030304,4
701 You dippin dippin,,4,4,0,0,0.0,0
ABC is fake news just like CNN Vice and MSNBC,,10,6,0,0,0.0,0
She Went In My Classroom,,5,5,0,0,0.0,0
Imagine them all getting loose,,5,2,0,0,0.0,0
These sort of conditions would cause anyone to go insane They should provide them with education and training programs while inside,,21,10,0,0,0.0,0
Inmate They treat us like animals *throws carton full of body fluids* Us well,,14,11,0,0,0.0,0
Damn they are treated like animals,,6,3,0,0,0.0,0
Rikers Now where have I heard that before Flashbacks to The Division intensifies,,13,8,0,0,0.0,0
Its not that hard to stay out of Prison Millions of immigrants come here with nothing and still survive without doing crime There is no excuse,,26,10,0,0,0.0,0
they are violent because they are treating them bad you treat someone like an animal and they will behave like one,,21,7,0,0,0.0,0
The scariest thing is when kids grow up these people will be out of jail,,15,8,0,0,0.0,0
The division brought me here,,5,3,0,0,0.0,0
This is torture UmmmSweetyif you had not chosen wrong then you would be treated right,,15,6,0,0,0.0,0
Execute them all problem solved,,5,3,0,0,0.0,0
I would not like to be in there,,8,1,0,0,0.0,0
I dont feel bad for the criminals I do only for the falsely accused ones  jail is a punishment for criminals and they deserve it,,26,13,0,0,0.0,0
Why do I actually feel bad for them,,8,4,0,0,0.0,0
120 me overthinking how I said here when the sub called my name in class,,15,5,0,0,0.0,0
227 family of drake drake surname even graham,,8,6,0,0,0.0,0
The US prison system is not effective at all,,9,5,0,0,0.0,0
I think they should be able to speak or interact with each other because when people are isolated for too long they start to go insane and be crazy because there alone,,32,9,0,0,0.0,0
Darkness cannot drive out darkness only light can do that Hate cannot drive out hate only love can do that Dr Martin Luther King,,24,12,0,0,0.0,0
They are CLOSING DOWN RIKERS,,5,4,0,0,0.0,0
Treatment correction  its never worked only one thing works,,10,6,0,0,0.0,0
Fun fact if you are left alone in solitary confinement for at least a week you can loose control of your emotions So this anger they have must be from being alone,,32,11,0,0,0.0,0
Kalief Browder had to happen for these prisons to recheck themselves with the solitary confinement Kalief Browder stood in solitary confinement for 3 years,,24,14,0,0,0.0,0
All of this would be stopped by ending the drug war At least a 90 decrease,,16,7,0,0,0.0,0
Need the schematic for me to make a perfect prison in Prison Architect,,13,6,0,0,0.0,0
COs are just Zoo keepers thats itGET RID OF SOLITARY ALL TOGETHER,,12,9,0,0,0.0,0
RIP Kalief Browder Innocent juvenile falsely convicted for stealing  Locked up in solitary confinement for 3 years while his case kept getting pushed back  Got out  and he was never the same ended up killing himself man This shit is really no joke  New Yorks amount of back lawed cases is so large ,shit,58,33,1,0.017241379310344827,0.030303030303030304,1
These inmates who attack the guards should just be put out in the yard and publicly SHOT,,17,7,0,0,0.0,0
800 Ray Calderon  Victim,,5,5,0,0,0.0,0
most inmates r niggaz dawg,,5,3,0,0,0.0,0
I totally agree with him the way I see it its the same as putting a dog on a leash it is way more likely to bite,,27,8,0,0,0.0,0
Solitary confinement is the most severe type of punishment It can make a person go insane Of course it would not lessen their violent tendencies,,25,13,0,0,0.0,0
702 mans is swimming,,4,3,0,0,0.0,0
Their probably a good reason why that CO got cut up like that More likely hes an arsehole And need to get cut up again,,25,9,0,0,0.0,0
If you go into solitary confinement its for a reason ok,,11,4,0,0,0.0,0
they need training so they have skills when they get out,,11,2,0,0,0.0,0
Bring the firing squads back with lapua riffles please,,9,5,0,0,0.0,0
Doing this to anyone would damage their mental health hugely using 24 hour confinement on people who are already in prison is just not a good solution,,27,12,0,0,0.0,0
Solitary confinement only helps the COs have an easier life day to day and make their job easierless stressful Does absolutely nothing in helping that inmate long term become a productive member of society today in fact the opposite,"day, day",39,23,1,0.05128205128205128,0.08695652173913043,2
619 In the background xD *OOOOOHHHH*,,6,5,0,0,0.0,0
158 Man that toilet been through alot,,7,4,0,0,0.0,0
Prison logic Oh youre going insane because of being isolated Looks at other guard more isolation right  other guard right,,21,11,0,0,0.0,0
I dont agree for any female officers to be working in mans prison,,13,8,0,0,0.0,0
bruh 620 is he out of his mind cause i think dats murder,,13,5,0,0,0.0,0
meditation helps should watch the tihar jailindia transformation it really works,,11,7,0,0,0.0,0
that one guy was just chilling reading a book not giving a shit lol,"book, shit",14,6,1,0.14285714285714285,0.3333333333333333,2
Roblox Jailbreak in Real Life,,5,4,0,0,0.0,0
721 cop says she didnt sign up for this like umm yes you did You took a job as law enforcement to save the innocent from these bad people,,29,13,0,0,0.0,0
The guy locked up for murder cute asf,,8,6,0,0,0.0,0
They should make an ahs season about this,,8,3,0,0,0.0,0
In for murder  Are you dangerous No,,8,6,0,0,0.0,0
We wont save them alltell me who is gonna save the guardsand who gonna save the public,,17,9,0,0,0.0,0
weaponized body fluids nice,,4,4,0,0,0.0,0
Inmate  I like spider man Me Well then your in a game,,13,8,0,0,0.0,0
200 wasnt there an experiment proving that if someone spends enough time in a room like this they literally go insane,,21,8,0,0,0.0,0
They wouldnt be so vilolentvif you gave them more time outside so their not insane,,15,4,0,0,0.0,0
I dont blame them they are confined anyone would go mad Which is why they should be never released from the confinement D easy cheap solution,,26,12,0,0,0.0,0
Soits just the real life Arkham Asylum,,7,5,0,0,0.0,0
this is not normal this cant be the right way ANYONE who thinks this prisons are good you are freaking crazy and brainwashed,,23,9,0,0,0.0,0
Inmate They treat us like animals Logic You act like animals,,11,7,0,0,0.0,0
Just put them to work 12 hours a day,day,9,5,1,0.1111111111111111,0.2,1
They really dont seem evil at all,,7,3,0,0,0.0,0
And the inmates are there because they were contributing so much good to society Rikers is where you go to be rewarded for your good deeds,,26,9,0,0,0.0,0
I passed my test to be a Corrections Officer but injured my back A sign from above Because I visited Male friend in prison and I felt trapped and pressure the entire visit and only visit lolI couldnt Imagine working at Rikers period,"test, felt",43,26,1,0.046511627906976744,0.07692307692307693,2
I think that they should keep solitary confinement but they also need to provide some type of mental stimulation Staring at the walls 247 drives a person insane and they are worst when they get out,,36,14,0,0,0.0,0
Bro what thefuck  Locked up a year straight ,,10,7,0,0,0.0,0
This lady is braver than me,,6,3,0,0,0.0,0
Put them to work or there family to pay taxes on them,,12,5,0,0,0.0,0
Third things 806 Whoever does that to one of my guards would not be standing the next day You just signed your death warrant motherfu*ker,day,25,12,1,0.04,0.08333333333333333,1
If you expect to help someone by putting them in a cell all by themselves will make 80 of the people put in there will go crazy,,27,10,0,0,0.0,0
Were not here to be babysitters Right youre only there to watch them 24 hours of the day,day,18,7,1,0.05555555555555555,0.14285714285714285,1
Justice for juniors killers are in there Wonder how quick they will get slashed,,14,7,0,0,0.0,0
456 Fukk Diss Niggah B,Fukk,5,5,1,0.2,0.2,1
Our knowledge made us sinnicle our cleverness hard  unkind But more then cleverness we need Gentleness  kindness,,19,12,0,0,0.0,0
if someone has 7 years in prison and 23 hours behind concrete walls your gonna become antisocial and become a psycho,,21,10,0,0,0.0,0
640 he really seemed like a chill person is in there for murder,,13,4,0,0,0.0,0
All ima say is this Im not saying go easy on them If you treat them like animals they will behave like animals People in the there for nonviolent drug crimes deserves some sort of rehabilitation Murder and Rape on a case by case basis deserves the death penalty,,49,25,0,0,0.0,0
I cannot function in society  Dehumanizing whos the real bad guys,,12,8,0,0,0.0,0
His drugs got him on exma ,,7,4,0,0,0.0,0
wow I feel bad for the guy who got caught stealing computers thats not right corrupt system if you really want to make a difference create a better education system,,30,15,0,0,0.0,0
The title says the most violent jail inmates and the says 57of them are here for non violent crimes,,19,8,0,0,0.0,0
7 days hours Me 24 7 168,,7,7,0,0,0.0,0
lmfaothis is not lockdown,,4,2,0,0,0.0,0
No tv what do you think,,6,2,0,0,0.0,0
Yep inmates can feel PTSD from being incarcerated im not saying we have to feel sorry for them im saying its going to be worse when they get out,,29,8,0,0,0.0,0
Solitary doesnt work,,3,3,0,0,0.0,0
These inmates should due a pitiful horrendous death for the crimes they did,,13,6,0,0,0.0,0
John Jones would be THE KING of this place This is the real personality of JONES HE would Control the place  think NOTHING OF IT,,26,16,0,0,0.0,0
I deeply believe prisoners can change after serving time They reflect and are touched if someone talks to them especially preached hope is big,,24,13,0,0,0.0,0
So many bad people that are not in prison that should be yet there are good people in prison that shouldnt be,,22,8,0,0,0.0,0
Burn the whole place downalong with as many journalists as you can add to the mixproblem solved,,17,7,0,0,0.0,0
Its the fookin fault of their parents or who tf are they how they got raised up thats all no one cam change them until they get what they want,,30,8,0,0,0.0,0
634 everything whoopty mood,,4,3,0,0,0.0,0
That one dude that was reading a book kind of made me think Why are there books,book,17,7,1,0.058823529411764705,0.14285714285714285,1
Finally someone with common sense that agrees that solitary or isolation is only a ticking time bomb problem Humans are animals at the end of the day and when you lock away an animal inside a cage for hours days weeks months and years they are eventually going to grow frustrated angry suicided because of stress crazy and so on As a correctional officer for you to say I didnt sign up to get punched verbally abused confronted or physically hurt is the dumbest thing Ive ever heard what did you expect working in an environment that treats humans like animals Go work at a zoo with isolated gorillas or Lions get inside that cage and tell me what happens if you survive Someone seriously saying they didnt sign up for the abuse or so is like a cop saying he didnt sign up to be a cop to hand out tickets or arrest bad guys purely moronic on that officers end,day,162,78,1,0.006172839506172839,0.01282051282051282,1
7 days inside 70 hours lol she dumb,,8,7,0,0,0.0,0
I just clicked because I thought that was Pete Davidson pete Davidson I found your new snl skit Petedavidson Snl,,20,13,0,0,0.0,0
Heaven and hell are states of mind They are living their hell being locked up They are in hell,,19,10,0,0,0.0,0
How is this even legal I dont understand,,8,5,0,0,0.0,0
officer graham better be getting paid a decent amount for the stuff hes doing,,14,7,0,0,0.0,0
This is how I live,,5,3,0,0,0.0,0
Dude got cut cuz they went crazy fom solitary,,9,6,0,0,0.0,0
Everyone should leave keep the inmates in there and just bomb the place,,13,5,0,0,0.0,0
158 yo that toilet still got doo doo in it,"doo, doo",10,5,1,0.2,0.4,2
233 i love that scene so much because of the way his hand just stays at the end,,18,5,0,0,0.0,0
Are you dangerous Naw,,4,3,0,0,0.0,0
The states should be ashamed Look into what Denmark is doing and LEARN But again its easy to see how the system functions and keeps the prisons in USA a billion dollar income o_O,,34,16,0,0,0.0,0
Free richardo,,2,2,0,0,0.0,0
Jail doesnt help people get better it turns them into monsters,,11,7,0,0,0.0,0
I have a to do it on the same day jail is Drake Hazen have to get Love it when my name Draker Drakes to get jail,day,27,9,1,0.037037037037037035,0.1111111111111111,1
Im in trouble if 80 of those prisoners are gonna be released to my town in Canada,,17,8,0,0,0.0,0
Rip khalif browder,,3,3,0,0,0.0,0
next best business after the industrial military complex,,8,5,0,0,0.0,0
57 non violent Geeze at least separate the non violent inmates from the violent ones The prisonjail system is meant to oppress these peoplenon violent to make them keep coming back and make them violent and not functional so the system can make money and they know it,,48,19,0,0,0.0,0
That man that was famous I guess in the prison fine asf,,12,8,0,0,0.0,0
weaponized fluids,,2,2,0,0,0.0,0
I just have 1 good question why are they all black,,11,5,0,0,0.0,0
I wonder what they have on their mind,,8,3,0,0,0.0,0
643 I feel that,,4,3,0,0,0.0,0
024 is that Sydney,,4,2,0,0,0.0,0
I didnt see a single white man in there Go figure,,11,7,0,0,0.0,0
Solitary is to protect others I am not considered at this point if it makes them better or not They have proven time and time again that they will harm others given the chance,,34,13,0,0,0.0,0
6ix9ine wouldve died,,3,3,0,0,0.0,0
Rikers is the Alcatraz of our era,,7,3,0,0,0.0,0
I dont get it All inmates should be put in solitary confinement They are criminals and should be treated as such,,21,9,0,0,0.0,0
Yes we are all innocent D,,6,3,0,0,0.0,0
7 days inside  70 hours 7 days inside  168 hours,,12,12,0,0,0.0,0
Of course it makes them worse Nothing good can come out of treating people like this Show compassion try to learn about them and try to understand Thats how you soften hearts,,32,14,0,0,0.0,0
*why was this on my recommended,,6,2,0,0,0.0,0
there NEEDS to be a positive change,,7,3,0,0,0.0,0
And Mayor De Blasio wants to build a new jail and move them to Lower Manhattan Hell NO,,18,11,0,0,0.0,0
*What you in here for* Killing 19 people and a hamster You *got caught with one ounce of weed*,,19,11,0,0,0.0,0
Crimanalthey treat us like animals Comoncens they act like one,,10,4,0,0,0.0,0
They basically send the inmates back to primary school,,9,6,0,0,0.0,0
Im a veteran I was in DDR torture camp and then betrayed by later Rip Chris Steven USA diplomacy killed in the c mail Clinton NATO So I see the world different i dont agree on crimes against anyone Or even in wars i worked conflict dealing  and this is or were my belive Conflict handling is an effort from both parts and dont get a reach on Insurence or refund or sorry from Denmark and Clintons They like cover up pretend Im a bit and I was case holder So I am very not a bit Iligal case handling or justices Don wrong is a crime whatever Demonized in media or by corrupted as case handler i do not think Worst but truth to healing wons,"bit, bit",128,65,1,0.015625,0.03076923076923077,2
Bring Back The Firing Squads,,5,5,0,0,0.0,0
The problem with America is that they label violent criminals and mentally ill criminals as the same Its not Wake up America Edit Its useless arguing with someone despite having facts and statistics on my side when they have such twisted values and views on the world and people around them The following is a list of websites that support the argumentation that every human deserves human rights the statistics and how to reduce recidivism as well as the increasingly worrying crime rate in America httpnewsbbccouk2sharedsplhiuk06prisonshtmlnn2page1stm Firstly we have America at the highest incarceration rate as of currently at 73 prisoners at 100000 human population As of now there is more than 2 million inmates in America This is a fact that crime and safety is a problem in America Period httpswwwhuffingtonpostcomchristopherzoukisreportdocumentsusrecid_b_9542312html The article above mentions the insanely high recidivism rate The reason of recidivism rate is summed up to a few factors including the inability to fit into society inability to find jobs mental health issues as well as simply pure evil There are smaller factors included httpspublicpolicywhartonupennedulivenews2059theeconomicimpactofprisonrehabilitationforstudentsblognewsphp The above article published by Penn Wharton Pennsylvania State University states that while Prison rehabilitation system is costly it will however in time be a definite worthy investment as Prisoners are able to contribute towards society httpsmiccomarticles109138swedenhasdoneforitsprisonerswhattheuswont The above article is for Swedishs Prison rehab implementation system which currently consist of 40 recidivism rate way lower than America which means theyre doing something right httpswwweconomistcomnewsunitedstates21718897idahoprisonersroastpotatoeskentuckytheysellcattleprisonlabour Private corporations are also monopolising the prison industry to create modern slaves They create extremely lowpaying jobs at under minimum wage and allow prisoners to work Although it is the prisoners choice to work at such a low paying wage it is still immoral httphrlibraryumneduedumathreduserieshereandnowPart58_udhrabbrhtm The above is the list of articles of human rights Article 4 freedom of slavery is tainted since there are private corporations monopolising freedom labour As of the definition of slavery it means a condition of having to work very hard without proper remuneration or appreciation Unfair working wages is slavery Article 16 right to marriage and family The term family means the ability to create blood family Chemical castration is highly immoral and illegal I would not understand anyone standing by that The children of 911 bombers are stepping up to bring peace as opposed to their parents The children of Hitlers are also ashamed of their ancestry whereas they do not portray any form of threat towards society httpblogsdiscovermagazinecomgnxp2010081in200mendirectdescendantsofgenghiskhan Similar articles can be found that 1 in 200 men are Genghis Khan descendants Genghis Khan was a infamous murderer tyrant rapist and conqueror However does this mean most of the descendants is the same Judge a person by the content of his character not his genes That is the definition of equality something we cannot achieve but we certainly could try httpseditioncnncom20151007livingharvarddebateteamlosestoprisoninmatesfeatindexhtml I have also mentioned that prisons with colleges and trade skills tend to do well to society by getting an education while theyre locked up It is better for them to do something with their life than spend 23 hours in cages like animals The atrocious amount of ignorance in this comment section fills my heavy heart but what made me the most disgusted is the lack of compassion AGAIN *If you choose not to give someone their human rights we are no different from savages* Lastly if you lose compassion for a fellow human being despite of what he did even though he is still a human being you yourself have in turn become lesser Compassion is humanity,,592,302,0,0,0.0,0
Keep SOLITARY CONFINEMENT best option as far as I am concerned I feel sorry for the officers not the prisoners,,20,11,0,0,0.0,0
600,,1,1,0,0,0.0,0
That officer with waves kinda fresh doe,,7,6,0,0,0.0,0
I feel for those guards,,5,3,0,0,0.0,0
I dont think its fair to put a nonviolent criminal in this kind of environment,,15,7,0,0,0.0,0
57 of the Convicts shouldnt even be in that Prison,,10,4,0,0,0.0,0
637 he fine,,3,2,0,0,0.0,0
the bridge of pain HAHAHAHAHAHAH i bet thats tattooed on half of these mouthbreathers,,14,7,0,0,0.0,0
Weaponized body fluids,,3,3,0,0,0.0,0
Its stupid that in prison there is NO TV to let inmates at least feel more comfortable while in jail or prison,,22,10,0,0,0.0,0
70 hours  7 days WTF,,6,6,0,0,0.0,0
010 ist this Tekashi,,4,3,0,0,0.0,0
In solitary confinement or whatnot are the walls soft or whatever,,11,6,0,0,0.0,0
Why is rikers still open  They should have BEEN SHUT DOWN Especially after kalief browder,,16,11,0,0,0.0,0
Who else noticed the phone in the dude cell,,9,5,0,0,0.0,0
Who wouldnt get aggresive or go insane when in solitary,,10,4,0,0,0.0,0
Inmates should be in their cells 24 hours a day So they cant fight each other or guards,day,18,9,1,0.05555555555555555,0.1111111111111111,1
627 when bae is single and ready to mingle,,9,5,0,0,0.0,0
The Real Housewives of Rikers Island,,6,5,0,0,0.0,0
Isolation insanitymurder more jail time,,5,4,0,0,0.0,0
The purpose of restrictive housing is to keep the animals away from staff and other inmates,,16,7,0,0,0.0,0
046 HELLO HOW ARE YOU DOING,,6,6,0,0,0.0,0
weaponized body fluids,,3,3,0,0,0.0,0
235that milk spray scared me so badly,,7,5,0,0,0.0,0
But damnnnn That boy with tattoos dilgado He is hot asf,,11,9,0,0,0.0,0
solitary confinement is cruel and unusual punishment I wouldnt wish it on my worst enemy It seriously seems like it would drive even the most sound minded people into madness,,30,15,0,0,0.0,0
theyre not gonna be my neighbor i live in calabasas,,10,4,0,0,0.0,0
I cant function in society  this is what American prisons are making of their prisoners An inevitable loophole,,19,12,0,0,0.0,0
This isnt rehabilitation center Its a gladiator school,,8,7,0,0,0.0,0
Liberals putting leos at riskvote them out,,7,4,0,0,0.0,0
Free all my billys on the rock fuckkk the judge,,10,5,0,0,0.0,0
America loves treating its criminals like animals They are gonna shut this guy down,,14,9,0,0,0.0,0
disgusting its proven rehabilitation beats incarceration bet 50 of those men were in there for drug crimes,,17,10,0,0,0.0,0
57 non violent crimes smh,,5,4,0,0,0.0,0
418 Kevin Harts long lost brother,,6,6,0,0,0.0,0
Sick inmates sick people Do not want to know them,,10,5,0,0,0.0,0
044 OK but did she just scans her hand I know what that is and phew no thanks,,18,6,0,0,0.0,0
Rikers is a corrupted place you going in there innocent and come out a real criminal  STILL SLAVERY IN 2019 GOIN ON STILL IN RIKERS ISLAND,,27,18,0,0,0.0,0
Are you dangerous Nahhhhh,,4,3,0,0,0.0,0
Hang one of them and rest will obey  very simple ah,,12,6,0,0,0.0,0
Tekashi is most likely in there,,6,1,0,0,0.0,0
How is the DOC going to rehabilitate The point of the DOC is to make people more productive citizens,,19,10,0,0,0.0,0
These COs are stupid They need more training,,8,5,0,0,0.0,0
Imagine what the holocaust was like no food constant executions gas chambers work camps and furnaces Worst of all theyre all innocent,,22,12,0,0,0.0,0
That white man with that red tie need to get his face slashed He let people go crazy in that jail,,21,11,0,0,0.0,0
weaponized body fluids,,3,3,0,0,0.0,0
Bro 009,,2,2,0,0,0.0,0
Hes allowed to wear earnings,,5,4,0,0,0.0,0
and ik some gaurds abuse power and try and treat people crazy but ik some prisoners act wild to its not good either way,,24,11,0,0,0.0,0
Solitary needs to stay Its not fair for officers to have nothing to threaten inmates with or somewhere to isolate them You cant risk lives,,25,12,0,0,0.0,0
The place where juniors killers are going JUSTICEFORJUNIOR,,8,6,0,0,0.0,0
SO THIS IS WHY TROY AVE SNITCHED ,,8,8,0,0,0.0,0
Cameras there so of course theyre gonna get loud and crazy,,11,5,0,0,0.0,0
Okay but some of them was kinda cute,,8,3,0,0,0.0,0
juzt pay the people and non of thiz would happen  i dont think merikkka can ever be a country  they didnt know what the job entitled  they were juzt uzed to rapin and enslaving they didnt want real responsibility  juzt the fun and sitting back fat ,,51,27,0,0,0.0,0
Do we cage animals or do our cages create animals I get the feeling theres some truth to both,,19,9,0,0,0.0,0
this is so sad omg,,5,2,0,0,0.0,0
I am out raged no one deserves to be isolated in one box for the rest of their life,,19,7,0,0,0.0,0
That old white guy doesnt have a clue what realty is,,11,6,0,0,0.0,0
The officer looks like Gilbert arenas lol,,7,5,0,0,0.0,0
I could never work in this environment Very disturbing,,9,5,0,0,0.0,0
I used to work on presenting research and findings regarding educational and rehabilitative programs for jails and prisons One of the things I learned real quick about prisoners in jails and prisons is how much like us they are There was always something that seemed so familiar about them and their stories We were more alike than dissimilar,,58,24,0,0,0.0,0
Inmate one what are you in for Inmate two I shoved a machete down someones throat and decapitated them from the inside What are you in for Inmate one I stole a computer,,33,14,0,0,0.0,0
this is why i dont break the law i might speed or litter from time or two  buts out the car window 5 mph over the limit,,28,13,0,0,0.0,0
How did I go from fornite clips to this,,9,4,0,0,0.0,0
Jails need to seriously work on making criminals better human beings instead of just locking them up like animals Also Judges should be a bit more creative with their judging instead of putting everyone into jail,bit,36,17,1,0.027777777777777776,0.058823529411764705,1
Well sticking a person on their own in a tiny concrete cell with nothing to do will *ShOcKiNgLy* make someone go insane,,22,9,0,0,0.0,0
Ive worked in Rikers These are bad people Forget rehab They understand punishment,,13,11,0,0,0.0,0
I dont get this Id get my double doctrates and grow my own sprouts or something,,16,7,0,0,0.0,0
Officer Graham,,2,2,0,0,0.0,0
But no one mentioned the truth here  To put it plain Prisons are a 153 billion business People Own Prisons When these young men of color get convicted they are forced to provide free labor So it is in the systems favor to fill these facilities The more prisoners there are the longer they stay in prison the more money the owners make Can we talk about that,,69,36,0,0,0.0,0
Nobody could really be alone if only if Jesus wasnt present,,11,2,0,0,0.0,0
Theres no solution for those animals i think the best way to deal with them is If they come back to the prison too many times they deserve to die or make some science research on them and kill them after that would benefit the world and the good people more They dont deserve to live,,56,19,0,0,0.0,0
69 there,,2,1,0,0,0.0,0
Thats pretty harsh inside for stealing computers and phones White collar criminals stealing millions get a tropical vacation,phones,18,14,1,0.05555555555555555,0.07142857142857142,1
Solitary confinement is not healthy or humane,,7,4,0,0,0.0,0
I cant even carry him I cant even run that fast Now that is a little thing we call Adrenaline my boy,,22,11,0,0,0.0,0
When I was around 12 I was eating a piece of bacon and some fat got stuck in my throat and couldnt breath so I had to stick my fingers down my throat and pull it out Saved my own damn life,damn,42,19,1,0.023809523809523808,0.05263157894736842,1
I think the fact that the little girl pulled her mom out of the water before going to get help was actually kind of incredible what a badass And that kid who pulled the bus over Brave kids Seeing this stuff is awesome,bus,43,20,1,0.023255813953488372,0.05,1
Random Dude I bet babies cant save people BabyHold my beer,,11,10,0,0,0.0,0
MomDad YOU LEARN BAD THINGS ON TELEVISION MomDad **aLMOst dIEs** Kid **LEARNS CPR FROM TV** Edit Omg tysm for the likes Edit 2 451 likes Omg tyssmmmmmmm,,27,25,0,0,0.0,0
Once my female cat named Delma saw me choking and then she started jumping on me then she went to my siblings and they followed her and they saw that I was choking they called an ambulance and then I was fine now my cat follows me everywhere I go,,50,17,0,0,0.0,0
NOW WHO IN THE WORLD DISLIKED THIS VIDEO,,8,8,0,0,0.0,0
If someone ever tells me television is useless ever again Im gonna show them this video,,16,7,0,0,0.0,0
No ones talking about how a 9 year old saved his 2 year old sister from drowning,,17,9,0,0,0.0,0
I feel so bad for laughing when she said choking on sausage,,12,6,0,0,0.0,0
When the baby was helping his twin brother like omg I was fainting I just cant believe hes still alive and thats my favorite little tiny hero,hero,27,14,1,0.037037037037037035,0.07142857142857142,1
I saved my damn sisters life we were walking dont the streets I saw a car almost about to hit her so I pulled her hand I guess no one like this comment  Edit omg thx for 442 likes,damn,40,23,1,0.025,0.043478260869565216,1
After Jeremih grabbed the wheel  pulled the bus to the side of the road  started CPR on the Busdriver  he went straight to the hospital where he performed a 8hour heartsurgery on that man After the surgery he managed somehow to get back to the bus and drove the other kids home At the end of his shift he delivered the bus to the busstation and flew home,"bus, bus, bus",71,32,1,0.04225352112676056,0.09375,3
I liked the one that the boy saved the baby from falling,,12,5,0,0,0.0,0
The twin little baby omg he save his bro they are so cute,,13,7,0,0,0.0,0
UUGGHH I need to call the plumber again My eyes are leaking,,12,7,0,0,0.0,0
the first one  I cant even carry him and I cant even run that fast yet the video shows how quickly he could save his brother that was just too sweet,,32,11,0,0,0.0,0
How dare you leave kids alone in the park,,9,5,0,0,0.0,0
Bruh in the first one the brother catched the baby and when I fell out of my crib my sister did nothing,,22,8,0,0,0.0,0
God is happy for kids saving their life,,8,5,0,0,0.0,0
I saved a little boy from drowning at a pool in disney luckily I am a swimmer and I got to him fast His parents thanked me and offered me a free drink,,33,17,0,0,0.0,0
Okay but why is the news never ever this positive,,10,3,0,0,0.0,0
award EVERYONE of them  wow Iam close to tears,,10,7,0,0,0.0,0
But I cant even carry him That boy is a lifesaver,,11,7,0,0,0.0,0
Not only possibly saving him from brain damage but saving that beer half full,,14,8,0,0,0.0,0
*Sometimes she gets on me nerves*,,6,2,0,0,0.0,0
103 OF ALL THINGS SHE HAD TO BE CHOKING A ON A SAUSAGE,,13,13,0,0,0.0,0
